Nama Pengulas,Ulasan,Rating
elisa.,,5 bintang
Muh. Sulkifli -,,5 bintang
Hugo Mohan,,5 bintang
Fifi Amalia,,5 bintang
yaylyana,,5 bintang
himmawan patlani,,5 bintang
Qinar Syifaa Khaitiyah,"Terima kasih Radit atas pelayanan yang baik.
Makanan: 5…
Lainnya",5 bintang
Nabilah Putri Chany,,5 bintang
Nasywa Hajiratulhuda,,5 bintang
Restiana Harianja,,5 bintang
Michelle,,5 bintang
Febi Oktaviana,"Tempat yang bagus, suasana hati yang baik.
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
Anqil H,"Tempat yang bagus untuk bekerja atau bersantai.
Makanan: 5…
Lainnya",5 bintang
Nadine Febrianti,,5 bintang
Lia,,5 bintang
indah alifia,,5 bintang
Muhammad Al Fauzan,"pelayanan terbaik, pelayan ramah
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
zahra zharifah,,5 bintang
claudyanandta sari,,5 bintang
Soyid Agi Prasetio,,5 bintang
Anaidya LD,,5 bintang
Muhammad Rafli,,5 bintang
Sasika Wyreni,,5 bintang
Kresna Bagus,,5 bintang
Indra afandy,,5 bintang
Ananda Nanda,,5 bintang
David Immanuel,Tidak ada colokan listrik untuk mengisi daya laptop atau ponsel pintar saya; hal itu tidak sesuai dengan harapan saya. Lainnya,3 bintang
Ega Maelana putra,,5 bintang
Ningrum Dawiyati,,5 bintang
raffy firdaus,,5 bintang
Jahja Sutedja,,5 bintang
Cisilia Siswanto,,5 bintang
M. Imam Mulyono,,4 bintang
Bong Suripno,,5 bintang
Silvia Margaretha,,5 bintang
Filius Oktario,,5 bintang
madryan beliauwanjaya,,4 bintang
Dedi Sumitra,,3 bintang
Stella Mangowal,,5 bintang
taufiqngawi,,5 bintang
Lisa Icha,,5 bintang
Yuni Indriyanti,,5 bintang
Agus Sukarno,,5 bintang
Indra Cahayalim,,5 bintang
洪巧蕜,,5 bintang
Promotor Kesehatan,,4 bintang
Dewi Wahyuni,,5 bintang
mochi pucca,,5 bintang
Ilyas Setiawan,,1 bintang
Robin Alexander,,5 bintang
Ricco Priyanto,,5 bintang
citra hayu,,4 bintang
HanfeiKie,,4 bintang
Joanna Cyntia,,5 bintang
Juliana The,,4 bintang
Adrianus Ryan,,5 bintang
Daniel,,4 bintang
FIRMAN NABABAN,,5 bintang
ika siregar,,5 bintang
Malik Fajar,,5 bintang
yayat priyatna,,5 bintang
Elang Arya,,4 bintang
Yenny Shakuntala,,5 bintang
Agus Suyanto,,5 bintang
Ryo Wisuda Nugraha,,5 bintang
Fauzan Radcliffe,,4 bintang
Andrew T. (ATe),,5 bintang
Rangga Satrya,,5 bintang
Dedy Kusuma,,5 bintang
Dimas Ismail,,5 bintang
Handry Rumimpunu,,5 bintang
Ricky Ricky,,5 bintang
vincentius christie,,5 bintang
Ramadhian Ihsan.e,,5 bintang
Okky Kwok,,4 bintang
todo andreas,,5 bintang
Indra Gunawan,,5 bintang
Soegiharto O,,5 bintang
muna hasa talib,,4 bintang
Ferdinal Ciu Bascko,,4 bintang
hantam,,5 bintang
budi utomo,,5 bintang
Siti Nadiroh,,4 bintang
Muhammad Fathi,,4 bintang
Taufiq Wijaya,,5 bintang
Alex Xander,,5 bintang
David,,5 bintang
Carry Rombot,,5 bintang
EDYAN NOVERI,,5 bintang
cristiano jaret,,1 bintang
yusak purnomo,,5 bintang
Ria Wardati,,5 bintang
Zea Edria,,5 bintang
Denied Hardiyan,,5 bintang
Liza Deviyanti Hadiwijaya,,5 bintang
Agung Kardhopo,,5 bintang
vanes supadi,,5 bintang
Ari Budiansyah,,5 bintang
Vin M,,5 bintang
Aditya Jonathan Mamahit,,5 bintang
Partogi Limbong,,4 bintang
Didiet Zaoldyeck,,5 bintang
Tadeus,,5 bintang
Yuliana yuliana,,5 bintang
Steven Kanata,,5 bintang
Yusuf Harahap,,5 bintang
Fiqih Hazriah,,5 bintang
Nastya,,5 bintang
Denay Setiawan,,5 bintang
Ahmad Hilton,,4 bintang
Sutriyana,,5 bintang
Dion Setiawan,,5 bintang
Wesley Nazara,,5 bintang
PT galang insan nusantara,,4 bintang
julianto gunawan,,4 bintang
El Satriya Gerrard,,5 bintang
Sony Lamia,Bagus,4 bintang
Resdiansyah sutrisno,,5 bintang
Eza Pratama,,5 bintang
Mohamad Rifki Insani,,5 bintang
Lidyana Rizky Desfa Madona,,5 bintang
Ikhsan Syabani,,5 bintang
Feronika Dambe,,5 bintang
Fina,,4 bintang
Samuel Saputra,,4 bintang
Budhi Utama Mulya,,4 bintang
Caroline Wibowo,,5 bintang
Mike Surya,,5 bintang
Anggo Untoro,,5 bintang
Maria Anita,,5 bintang
Riris Feriana,,2 bintang
Partogi Limbong,,Tidak ada rating
